name,pdf_url
VARENNE VALEUR,https://varennecapital.pitchme-am.com/system/varennecapital/documents/attachments/000/000/652/original.pdf?1621323024
VARENNE GLOBAL,https://varennecapital.pitchme-am.com/system/varennecapital/documents/attachments/000/000/648/original.pdf?1621323020
VARENNE SELECTION,https://varennecapital.pitchme-am.com/system/varennecapital/documents/attachments/000/000/653/original.pdf?1621323025
