name,pdf_url,isin
"BNP PARIBAS B STRATEGY GLOBAL SUSTAINABLE DYNAMIC [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,1272
"BNP PARIBAS B STRATEGY GLOBAL SUSTAINABLE DEFENSIVE [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,1273
"BNP PARIBAS B STRATEGY GLOBAL SUSTAINABLE CONSERVATIVE [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,750
"BNP PARIBAS B STRATEGY GLOBAL SUSTAINABLE AGGRESSIVE [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,545
"BNP PARIBAS B STRATEGY EUROPE SUSTAINABLE NEUTRAL [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,22303
"BNP PARIBAS B STRATEGY EUROPE SUSTAINABLE DYNAMIC [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,22302
"BNP PARIBAS B STRATEGY EUROPE SUSTAINABLE DEFENSIVE [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,22304
"BNP PARIBAS B STRATEGY EUROPE NEUTRAL [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,17682
"BNP PARIBAS B STRATEGY EUROPE DYNAMIC [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,17680
"BNP PARIBAS B STRATEGY EUROPE DEFENSIVE [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,17679
"BNP PARIBAS B STRATEGY EUROPE CONSERVATIVE [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/93__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,17681
"BNP PARIBAS B PENSION SUSTAINABLE STABILITY [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/1170__REPA__FRE__COMPARTMENT__PV_BE-IND__BEL__---,1170
"BNP PARIBAS B PENSION SUSTAINABLE GROWTH [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/1171__REPA__FRE__COMPARTMENT__PV_BE-IND__BEL__---,1171
"BNP PARIBAS B PENSION SUSTAINABLE BALANCED [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/1275__REPA__FRE__COMPARTMENT__PV_BE-IND__BEL__---,1275
"BNP PARIBAS B INVEST GLOBAL EQUITY D [CLASSIC, D]",https://www.bnpparibas-am.be/push-raw/doc-permalink/92__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,1278
"BNP PARIBAS B INVEST BALANCED [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/92__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,924
"BNP PARIBAS B CONTROL QUAM DYNAMIC BONDS [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/71__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,12914
"BNP PARIBAS B CONTROL QUAM BONDS [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/71__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,23443
"BNP PARIBAS B CONTROL EQUITY SMALL CAP EURO [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/71__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,16674
"BNP PARIBAS A FUND GLOBAL FIXED RATE PORTFOLIO 2024 [CLASSIC, C]",https://www.bnpparibas-am.be/push-raw/doc-permalink/4868__REPA__FRE__UMBRELLA__PV_BE-IND__BEL__---,26126
