name,pdf_url
COMGEST GROWTH EUROPE EUR I DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH ASIA EUR ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH ASIA USD ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH ASIA EX JAPAN GBP U ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH ASIA PAC EX JAPAN EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
CG NOUVELLE ASIE Z,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/04/29/17/00/1421119e-19e5-4233-9a78-283a0bd81d64.pdf
CG NOUVELLE ASIE C,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/04/29/17/00/1421119e-19e5-4233-9a78-283a0bd81d64.pdf
COMGEST GROWTH ASIA EX JAPAN EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EUROPE EUR Z ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH GEM PROMISING COMPANIES GBP U ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH GEM PROMISING COMPANIES EUR R ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH GEM PROMISING COMPANIES EUR DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH ASIA EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EMERGING MARKETS PLUS EUR R ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH GEM PROMISING COMPANIES EUR ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH GEM PROMISING COMPANIES EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EMERGING MARKETS PLUS EUR Z ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EMERGING MARKETS PLUS GBP U DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH GEM PROMISING COMPANIES USD I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EMERGING MARKETS PLUS GBP U ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EMERGING MARKETS PLUS GBP X DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EMERGING MARKETS GBP U DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST  GROWTH EMERGING MARKETS EX CHINA GBP U ACC,annual_report_does_not_exists
COMGEST GROWTH EMERGING MARKETS USD Z DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH ASIA EX JAPAN USD I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH GEM PROMISING COMPANIES EUR Z ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EMERGING MARKETS EX CHINA USD Z ACC,annual_report_does_not_exists
COMGEST GROWTH EMERGING MARKETS PLUS USD I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EMERGING MARKETS USD DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EMERGING MARKETS USD R ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EMERGING MARKETS EUR DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
MAGELLAN Z,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/03/24/19/03/2637d375-95ad-47e8-b750-7268565ae378.pdf
MAGELLAN I,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/03/24/19/03/2637d375-95ad-47e8-b750-7268565ae378.pdf
MAGELLAN C,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/03/24/19/03/2637d375-95ad-47e8-b750-7268565ae378.pdf
COMGEST GROWTH WORLD PLUS USD I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD PLUS EUR R ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD PLUS USD ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD PLUS GBP U DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD PLUS GBP U ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD PLUS EUR Z ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD PLUS EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH GLOBAL FLEX EUR Z ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH GLOBAL FLEX EUR R ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EMERGING MARKETS EUR FIXED DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EMERGING MARKETS USD X ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH GLOBAL FLEX EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EMERGING MARKETS USD I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EAFE USD I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH WORLD COMPOUNDERS USD I ACC,annual_report_does_not_exists
COMGEST GROWTH WORLD COMPOUNDERS USD X ACC,annual_report_does_not_exists
COMGEST GROWTH WORLD COMPOUNDERS USD SI ACC,annual_report_does_not_exists
COMGEST GROWTH WORLD COMPOUNDERS EUR I ACC,annual_report_does_not_exists
COMGEST GROWTH WORLD GBP SU ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD COMPOUNDERS EUR SI ACC,annual_report_does_not_exists
COMGEST GROWTH WORLD USD X ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD DEVELOPED MARKETS USD I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD DEVELOPED MARKETS EUR Z ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD DEVELOPED MARKETS EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD USD I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD USD ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD GBP U DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD GBP U ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD EUR Z ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD EUR SI ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD EUR R ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH WORLD EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH ASIA PAC EX JAPAN USD ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH WORLD EUR I DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EUROPE EUR X ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EUROPE USD I H ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH EUROPE PLUS GBP U ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EUROPE OPPORTUNITIES GBP U ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH JAPAN CHF I ACC,annual_report_does_not_exists
COMGEST GROWTH WORLD COMPOUNDERS GBP U ACC,annual_report_does_not_exists
COMGEST GROWTH JAPAN USD R ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH JAPAN EUR ACC,annual_report_does_not_exists
COMGEST GROWTH EMERGING MARKETS PLUS EUR I ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH JAPAN GBP U H DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EMERGING MARKETS USD Z ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH JAPAN EUR DIS,annual_report_does_not_exists
COMGEST GROWTH EMERGING MARKETS PLUS EUR ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
COMGEST GROWTH WORLD EUR I FIXED DIS,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/bd88f3f1-a79e-4057-b3b8-8e9cd6e49357.pdf
COMGEST GROWTH EAFE USD X ACC,https://www.comgest.com/-/media/feature/data/fund-documentation/2021/06/16/14/00/917878b0-11a4-4447-aca0-f9cc54a8ee92.pdf
